company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description
FORTE EMPLOYMENT SERVICES PTE. LTD.,,Senior Finance Executive / Share Service (Data Analytic / MAX $5000 / 6months),Central,Contract,Manager,Accounting / Auditing / Taxation,3000,5000,Monthly,0,31 Mar 2024,"CT HUB, 2 KALLANG AVENUE 339407",2,30 Apr 2024,"Roles & Responsibilities
Location - Irrawaddy Rd ( Near novena MRT )
Working Hours - 8.30am to 6pm /5days
Contract - 6 months able to convert to perm
Salary - $4000 - $5500
Skills - RPA bots, data analytics, dashboards.
Key Responsibilities:
Perform period opening and closing in line with month-end and year-end activities. eg. depreciation run, and fixed asset transactions to prior periods.
Process cash and non-cash journals timely and accurately in NFS and ILMS; and initiate corrective actions to re-post journals where necessary to maintain accurate accounts.
Maintain Master Data in ILMS and NFS in a timely and accurate manner. (ie. cost centers, sub-account codes, exchange rate, Interpreter Master Data, Vendor Master, Asset Master, Block Billing Accounts in NFS, GL Master Data and chart fields)
Work with ILMS Vendor and stakeholders to resolve re-processing errors, journal interfacing issues to ensure journals posted in NFS are successfully interfaced to ILMS
Prepare Period-End returns and related submissions to Accounting Officer for Client’s as required in AGD's Financial Year-end Circular ( AGD Report)
Requirement
Degree in accounting or finance
Maintenance and update of automation and process
Skills - RPA bots, data analytics dashboards.
Send you CV to linda@forteemp.com.sg"
GMP RECRUITMENT SERVICES (S) PTE LTD,,Junior Data Scientist,Central,Contract,Executive,Junior Engineering,3500,7000,Monthly,7,30 Mar 2024,"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246",,29 Apr 2024,"Roles & Responsibilities
⭐Junior Data Scientist⭐
Duration: 1 year renewal contract
Working days: 5 days' work week
Salary: S$ 3,500 - S$ 7,000
*Benefits and completion bonus will be provided
Qualification: Master degree in CS/ electrical engineering / automation engineer or relevant engineering field.
Experience: 0-3 years in similar position.
Data Science ,Big Data ,Cloud environment (GCP,AWS,etc..), manufacturing/production environments
Knowledge: Python,R ,Machine Learning ,Deep learning (pytorch tensorflow),data visualization tool(Power Bi,Spotfire), Time series analysis ,computer vision,SQL.
Job Resposibilities:
- Work as a subject matter expert on artificial intelligence, machine learning and data analytics
- Participate in discussions with manufacturing domain experts to formulate AI/ML solutions that contributes to efficiency, cost or quality
- Deliver meaningful insights and predict trends by collecting and analyzing qualitative and quantitative data
- Work on improvement activities to drive operational excellence through data analytics.
- Ensure projects are deployed efficiently, consistently and at the right cost within responsible site
- Create and review technical design documents and contribute to company's intellectual property

Interested individuals,
please reach out via WhatsApp @8522 7808 and kindly share your latest resume.

Cheers!
EA Personnel Name: Jennifer Tam
EA Personnel No: R23117170
EA License No: 09C3051"
CORNERSTONE GLOBAL PARTNERS PTE. LTD.,,"[Healthy Dining Programme] Data Analytic| Up to $3,000|No Exp Needed",Islandwide,Contract,Fresh/Entry Level,Education And Training,2500,3000,Monthly,3,29 Mar 2024,,,05 Apr 2024,"Roles & Responsibilities
Working Location: Central Working Hours: Mon-Fri 830am-6pm Contract duration: 1 year
Job Description : Supporting the Healthy Food and Dining division with projects/tasks which includes 1. Indirect nutrient analysis of recipes 2. Data analysis of partners sales and nutritional data 3. Maintenance of Healthier Dining Programme databases 4. Engagement of F&B partners as part of onboarding of Healthy Dining Programme 5. Research on market trends of food settings landscapes 6. Support with process transformation of Healthier Dining Programme
Job Requirements:
Diploma/Degree only
IT Skillset: 1. S Office: Excel, Word, Powerpoint 2. Power BI (Optional, good to have) 3. MS Visio (Optional, good to have)
Cornerstone Global Partners EA License No: 19C9859
Chenlu Xu Registration Number: R23116710"
BIOLOGIC TECHNIK PRIVATE LIMITED,,Data Analyst Intern,South,Internship/Attachment,Fresh/Entry Level,Healthcare / Pharmaceutical,1000,1200,Monthly,240,29 Mar 2024,81 AYER RAJAH CRESCENT 139967,2,28 Apr 2024,"Roles & Responsibilities
We are seeking talents who are motivated and analytical to join our team as a Data Analyst Intern. We are working on an enterprise level ML model for one of the largest operator groups in the Singapore healthcare industry. This internship provides practical experience in data analysis, machine learning, algorithms in a nascent healthcare application.

Primary Responsibility
• Carry out machine learning projects in data training and inference.
• Collate and manage project results for follow-on projects development.
• Review ML and algorithmic models from technical journals. Provide pros/cons analysis to shortlist for feasibility testing.
• Perform data analytics on datasets for preparation and data insights for ML tuning.

Requirement
• Currently pursuing a bachelor's or post-graduate degree in a relevant field, such as Data Science, Physics, Statistics, Mathematics, or Computer Science.
• Strong analytical and problem-solving skills.
• Competent in Python data analysis, ML tools etc.
• Familiar with various ML framework and algorithmic programming methods would be advantages.

Benefits
• Work in a dynamic pace and product rich environment.
• Able to work with and experience best-of-breed software design and implement experts.
• Abundance of deep-tech learning experience.
• Actual Renumeration depends on experience."
A-IT SOFTWARE SERVICES PTE LTD,,Fraud Risk Data analyst (Bank) (JT),Islandwide,Contract,Professional,Banking And Finance,4000,5500,Monthly,11,29 Mar 2024,,1,28 Apr 2024,"Roles & Responsibilities
1. Job Overview
We are looking for a Fraud Risk Analyst to be responsible for identifying and remediating potential mules/scam-related risks within the Banking Group while providing strategic support to the Fraud Review Team.

The ideal candidate should demonstrable analytical skills along with a passion for research and discovery.

2. Responsibilities
-Use data driven insights to improve effectiveness and recommend process optimization(s)

-Identify new and emerging fraud patterns using data analytics, reports and systems

-Escalate complex or unresolved fraud risk to stakeholders as required

-Educate stakeholders on emerging fraud threats

-Embrace new approaches to increase efficiencies, improve fraud detection and reduce risk

-Actively support the Group’s Anti-Fraud strategy and other related functions

3. Requirements and skills
-Self-initiated to resolve issues, with demonstrated ability to understand and identify appropriate solutions and/or alternatives

-Strong interpersonal and communication skills

-Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

-Honest and ethical with high levels of integrity and confidentiality

4. Qualifications
-Bachelors' degree in Mathematics, Computer Science, Information Management or Statistics or related

-1-2 years’ experience as a Data Analyst or Business Data Analyst

-Proficient in Microsoft Word, Excel, Power point

-Proficient in Python and JavaScript; experience with SQL is preferred.

-Experience with common data science toolkits, such as Pandas, NumPy, Pyppeteer, Matplotlib. Experience in ML toolkits such as scikit-learn is a plus."
A-IT SOFTWARE SERVICES PTE LTD,,Data Analyst (Bank) (JT),Islandwide,Contract,Professional,Banking And Finance,4000,5500,Monthly,15,29 Mar 2024,,1,28 Apr 2024,"Roles & Responsibilities
Job Description
1. Job Overview

We are looking for a Fraud Risk Analyst to be responsible for identifying and remediating potential mules/scam-related risks within the Banking Group while providing strategic support to the Fraud Review Team.

The ideal candidate should demonstrable analytical skills along with a passion for research and discovery.

2. Responsibilities
-Use data driven insights to improve effectiveness and recommend process optimization(s)

-Identify new and emerging fraud patterns using data analytics, reports and systems

-Escalate complex or unresolved fraud risk to stakeholders as required

-Educate stakeholders on emerging fraud threats

-Embrace new approaches to increase efficiencies, improve fraud detection and reduce risk

-Actively support the Group’s Anti-Fraud strategy and other related functions

3. Requirements and skills
-Self-initiated to resolve issues, with demonstrated ability to understand and identify appropriate solutions and/or alternatives

-Strong interpersonal and communication skills

-Strong analytical skills with the ability to collect, organize, analyze, and
disseminate significant amounts of information with attention to detail and accuracy

-Honest and ethical with high levels of integrity and confidentiality

4. Qualifications
-Bachelors' degree in Mathematics, Computer Science, Information Management or Statistics or related

-1-2 years’ experience as a Data Analyst or Business Data Analyst

-Proficient in Microsoft Word, Excel, Power point

-Proficient in Python and JavaScript; experience with SQL is preferred.

-Experience with common data science toolkits, such as Pandas, NumPy, Pyppeteer, Matplotlib. Experience in ML toolkits such as scikit-learn is a plus."
YUSEN LOGISTICS (SINGAPORE) PTE. LTD.,,Regional Data Analyst & CRM Senior Executive to Assistant Manager,East,Permanent,Senior Executive,Information Technology,4400,6000,Monthly,5,28 Mar 2024,"YAS LOGISTICS CENTRE, 2 CHANGI SOUTH AVENUE 2 486354",2,27 Apr 2024,"Roles & Responsibilities
Position Overview
The Regional Sales Management role is to manage & document the various sales management systems (CRM and PowerBI) application processes. The role will be responsible for managing the customer relations process of our company, managing information derived from sales inputs and actual business results to generate & maintaining standard reporting to management and the countries/OpCos. He/she will assist in data compilation & intermediate data analysis using analytical tool such as PowerBi at the management and regional’s requests not limited to assist with strategic projects including governing the CRM and visual tools (PowerBi) processes.

Responsibilities
· Planning and delivering CRM strategies across the organization with a view to retaining existing customers, increasing brand loyalty, and expanding the company brand.
· Deciding on a final CRM structure and architecture that will work seamlessly across the business and capture crucial information along the sales funnel.
· Making sure the customer database is correctly segmented for targeted marketing activities.
· Executing and be responsible for Yusen Sales Process.
· Collaborating with other departments to ensure the CRM strategy works well for every aspect of the business.
· Development of testing strategies to guarantee the most efficient approach for the organization and its customers.
· Working closely with Global and X-Regional CRM teams to execute, formulate CRM initiatives and directions for the company.
· Coming up with creative ideas, preparing proposals, overseeing the production process & execution, and reporting the results to the relevant stakeholders.
· Support RBD management in analyzing data for reporting and presentations.
· Support any other reporting request related to BD/Sales activities within South Asia & Oceania region.

Requirements & Qualifications
· Minimum Diploma in Data analytics or Supply Chain is preferred.
· Experience in CRM platforms - Microsoft Dynamics 365 and PowerBi.
· Possess analytical and creative thinking skills.
· Ability to work independently and multi-task effectively.
· Sound knowledge of various CRM tools and system.
· Minimum 2-year hands-on experience with CRM system and PowerBi is a MUST.
· Ability to provide training to peers confidently.
· Excellent communication and interpersonal skills
· Ability to work in complex organization and a multi-cultural environment.
· Ability to travel when required.
· Comfort dealing with ambiguity.
· Result-Oriented, fast-learner and committed to meet deadline.
· Fluent in English, both verbal and written
· Position to be based in Singapore.

Job Location
2 Changi South Avenue 2, Singapore 486354
(Nearest MRT station: EXPO)"
SCIENTEC CONSULTING PTE. LTD.,,Data Engineer | Oracle | AWS,Islandwide,Permanent,Executive,Information Technology,5000,7200,Monthly,1,28 Mar 2024,,3,27 Apr 2024,"Roles & Responsibilities
Data Engineer | Oracle | AWS
Working Hours: Monday to Friday
Working Location: Central
Remuneration package: Up to $7k + AWS + Performance Bonus
Job Brief:
We are seeking a talented Data Engineer to join our team of analytics experts. The ideal candidate will be responsible for expanding and optimizing data and data pipeline architecture, as well as enhancing data flow and collection for cross-functional teams. They will play a crucial role in developing, constructing, testing, and maintaining analytical data warehouses while building data pipelines based on business requirements.

Responsibilities:
Develop, construct, test, and maintain data architectures such as databases, data warehouses, and large-scale data processing systems.
Design and develop data pipelines/systems for data modeling, mining, and production.
Ensure the data architecture supports routine and ad-hoc requirements of the data analytics team, stakeholders, and the business.
Utilize a variety of programming languages and data crawling/processing tools to ensure raw data is clean and highly available for use in descriptive and predictive modeling.
Recommend and implement ways to improve data quality, reliability, flexibility, and efficiency.
Organize and store data assets and data catalogs efficiently for easy access and retrieval.
Perform PL/SQL and SQL tuning and optimization of newly developed and existing applications.
Requirements:
Minimum of 3 years' working experience in data architecture, data warehousing, data processing, data modeling, and ETL/ELT.
At least 3 years' work experience in database development (Oracle SQL/PLSQL).
Experience in AWS cloud environment, with familiarity with solutions such as EC2, S3, EMR, Redshift, Athena, Kinesis.
Advanced programming knowledge in Java, Hadoop, HDFS, Apache Airflow, Apache Spark, Scala, Hive, Pig.
Hands-on experience in data crawling, data modeling, data lake formation, and data warehouse construction.
Proficiency in collecting and massaging structured/unstructured/semi-structured data.
Programming knowledge in Python, R, SQL for data cleaning, processing, and aggregation.
Basic knowledge of Oracle database architecture.
Ability to build thorough algorithms and deploy machine learning & statistical models will be a plus.
Proactive attitude towards work, strong communication skills, excellent time management skills, and a team player.
Bachelor's or Master's degree in Computer Science, Computer Engineering, Software Engineering, Database Administration, or related technical major.
Related certifications in developer/data science/database/machine learning will be a plus.
If you are enthusiastic about starting your career in database administration and enjoy working in a dynamic team environment, we encourage you to apply!

OR

Email your updated resume to: spat(at)scientecpersonnel.com, quoting ""J44143"" in the email subject line for faster processing.
All applications will be handled with confidentiality, and only shortlisted candidates will be contacted.

Aloysius Tan Sheng Rong - R22110441
ScienTec Consulting Pte Ltd - 11C5781"
PERSOLKELLY SINGAPORE PTE. LTD.,,Data Engineer,Islandwide,Contract,Professional,Information Technology,6500,9750,Monthly,7,28 Mar 2024,,5,11 Apr 2024,"Roles & Responsibilities
About the Client
Reputed MNC
Responsibilities
• Implementing Data Architecture/ Data modelling for data platform and Analytics.
• Responsible for the technical design and development of Analytics and big data systems including ETL, data transformations.
• Define and govern banking logical model and data platform best practices and standards to include software development practices, design styles and software deployment.
• Facilitate the discovery of entities, attributes, relationships, and business rules from the functional experts and the user community.
• Involving in Metadata management.
• Working with cross-functional teams to discover and develop actionable, high-impact data analytics requirements and opportunity statements in a variety of core business areas.
• Assessing tool implementations and architectures in the Analytics & Big data space, reviewing for gaps against business needs and industry best practices.
• Need to contribute business process design and re-engineering impacted areas.
Skills/Requirement
• Need to have good experience in technologies and concepts, e.g. Hadoop, Hive, Spark, Scala, Java and Impala are necessary
· Should have experience with Cloudera echo systems.
· Experience in Analytics and big data architecture.
· Good hands-on experience in SQL & Big Data.
· Knowledge of products in Banking and Financial Services.
· Ability to write clear documentation of procedures, and ability to write specifications for data models to be developed.
· Experience and working knowledge of data Architecture in financial service data models.
· Need to have knowledge of Erwin data modeler tool.
· Experience in Data Analysis and Data Profiling.
Interested candidates, who wish to apply for the above position, please send in your resume to KellyITSG@persolkelly.com
We regret to inform that only shortlisted candidates will be contacted.
PERSOLKELLY Singapore Pte Ltd EA License No. 01C4394 EA Reg No: R23118975 (ABDUL RAHMAN ANSARI RAJA)
**********************************
The information contained in this e-mail and any accompanying documents may contain information that is confidential or otherwise protected from disclosure. If you are not the intended recipient of this message, or if this message has been addressed to you in error, please immediately alert the sender by reply e-mail and then delete this message, including any attachments. Any dissemination, distribution or other use of the contents of this message by anyone other than the intended recipient is strictly prohibited.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its local and overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.com.sg. If you wish to withdraw your consent, please drop us an emailto let us know. Please feel free to contact us if you have any queries.
All parties involved in any form of workforce engagement are to strictly adhere to prevailing regulations and laws that govern local fair employment practices, and to invest reasonable efforts in building a strong Singaporean core workforce, recruit and select candidates based on merit and prohibit discrimination based on age, race, gender, religion, marital status and family responsibility or disability. For more information, please refer to MOM and TAFEP websites.
**********************************"
ACCENTURE PTE LTD,,Data and Analytics Architect (Senior Manager),East,Permanent,Middle Management,Information Technology,17000,20000,Monthly,20,28 Mar 2024,"RAFFLES CITY TOWER, 250 NORTH BRIDGE ROAD 179101",8,27 Apr 2024,"Roles & Responsibilities
About Accenture:
Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent and innovation led company with 738,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology with unmatched industry experience, functional expertise and global delivery capability. We are uniquely able to deliver tangible outcomes because of our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Accenture Song. These capabilities, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients succeed and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com.
About Our People:
People in our Business & Technology Integration career track excel in:
• Driving Sales
• Providing thought leadership and mindshare
• Delivering value to clients through differentiated solutions (ie. solution architecting, blueprint design, development of a solution, service, capability or offering). They are expected to balance
• Sales and Pre-sales
• Delivery
• Capability building in one or more core technology areas.
The team that you’ll be joining Integration Platform Technology (IPT) Team focusing on SAP comprises of individuals with a core expertise with the breadth of years of delivery experience and knowledge of industry and / or specific functional areas.
Enterprise / Solution Architect Practitioner Role & Responsibilities:
• A professional at this position level within Accenture is expected to be a seasoned SAP Enterprise / Solution architect that has responsibilities in areas: Sales, Delivery and Practice Building
• The individual should have demonstrated Sales Acumen to be able to
Qualify: ability to qualify an opportunity
Shape: understand business requirements and shape an offering that brings value to the requirement
Solution: ability to define the solution, the resource plan and implementation approach
Close: good storytelling capability to pitch a differentiated value proposition and bring the deal to a close
Drive internal processes: execution of internal processes in relation to the full sales cycle, including leading up to contracting
• The individual should have a proven project delivery track record and be able to
Drive a delivery of SAP implementation project end-to-end from business case, roadmap to deployment
Manage senior client stakeholders
Apply their technical knowledge of SAP BTP to drive design of a robust solution
Integrate non SAP solutions with SAP BTP to work together in harmony
• The individual should have demonstrated a Winning Together mindset being able to Collaborate across ecosystems to drive differentiate value & Work with agility being flexible with change & Innovate to push the boundaries on solutions that bring value at speed
• The individual should have a proven track record in Practice Building and Leading and be able to
Strategise, plan and build capability to stay ahead of market demand and need
Manage and achieve key metrics associated with sales, delivery, people and capability building
Manage a team and provide opportunities for career progression
Keep updated with the latest market trends, innovation and offerings
Create and share of PoVs, offerings and comparisons related to Analytics, Intelligence, Extensibility and Integration technologies, solutions and innovation
Build a self-sustaining community of practice(s)
Requirements:
Hard skills:
• Knowledge, exposure, experience with SAP BTP
• Highly knowledgeable proficient in two or more of the following areas within SAP BTP & Analytics & Intelligent Technologies & Data and Database Management & Application Development (Extensibility) and Integration
• Familiarity of SAP S/4 HANA and the SAP ecosystem technologies / components will be an advantage
• Familiarity of other technologies in the Analytics, Intelligence, Extensibility and Integration ecosystem such as offerings from the hyperscalers (Microsoft, Azure, Amazon and Google )
• Experience in Enterprise and / or solution architecture with SAP and integration to non SAP components
• Have at least 8 years of SAP consulting experience with Sales, and Delivery of an end-to-end design and implementation as the main focus
• Have at least 5 cycles of end-to-end SAP implementation delivery and 5 cycles of SAP sales
• Certifications (SAP or Non SAP) in one of the 4 areas within BTP (listed above) will be an added advantage
Soft Skills:
• Great Story teller and presenter.
• Passionate to Learn, Teach and Share
• Calm under stress
• Solves for “Why” before the “What” and “How”
• Natural Leader
• Ability to listen and distill complex issues / challenges into key areas of focus
• Strategic & Hands-on
• Explain difficult concepts, simply
• Ability to influence & convince
• Collaborative nature working together across ecosystems to drive value and solve challenges
Equal Employment Opportunity Statement
Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
